id,title,subtitle,authors,publisher,published_date,category
9.78179E+12,Data Analysis and Applications 1,"Clustering and Regression, Modeling-estimating, Forecasting and Data Mining","Christos H. Skiadas, James R. Bozeman",John Wiley & Sons,5/21/2019,maths
9.78179E+12,Data Analysis and Applications 2,Utilization of Results in Europe and Other Topics,"Christos H. Skiadas, James R. Bozeman",John Wiley & Sons,5/21/2019,maths
9.78159E+12,Doing Math with Python,"Use Programming to Explore Algebra, Statistics, Calculus, and More!",Amit Saha,No Starch Press,8/1/2015,maths
9.78939E+12,Data Science with Jupyter,Master Data Science skills with easy-to-follow Python examples,Prateek Gupta,BPB Publications,3/27/2019,maths
9.78034E+12,EBOOK: Studying at a Distance: A guide for students,,Christine Talbot,McGraw-Hill Education (UK),3/16/2016,maths
9.78179E+12,Scala for Data Science,,Pascal Bugnion,Packt Publishing Ltd,1/28/2016,maths
9.78178E+12,Data-ism,Inside the Big Data Revolution,Steve Lohr,Simon and Schuster,5/14/2015,maths
9.78179E+12,Scala: Guide for Data Science Professionals,,"Pascal Bugnion, Arun Manivannan, Patrick R. Nicolas",Packt Publishing Ltd,2/24/2017,maths
1579550363,The Math(s) Fix,An Education Blueprint for the AI Age,Conrad Wolfram,Wolfram Media,6/10/2020,maths
9.78303E+12,Interdisciplinary Mathematics Education,The State of the Art and Beyond,"Brian Doig, Julian Williams, David Swanson, Rita Borromeo Ferri, Pat Drake",Springer,2/22/2019,maths
9.7818E+12,"Handbook of Research on Engineering, Business, and Healthcare Applications of Data Science and Analytics",,"Patil, Bhushan, Vohra, Manisha",IGI Global,10/23/2020,maths
9.78148E+12,The Sonic Episteme,"Acoustic Resonance, Neoliberalism, and Biopolitics",Robin James,Duke University Press,12/2/2019,maths
470452579,How I Became a Quant,Insights from 25 of Wall Street's Elite,"Richard R. Lindsey, Barry Schachter",Wiley,8/3/2009,maths
9.78191E+12,Maths for the Mystified,An Exploration of the History of Mathematics and Its Relationship to Modern-day Science and Computing,Michael J. de Smith,Troubador Publishing Ltd,1/1/2006,maths
9.78981E+12,Adventures In Financial Data Science: The Empirical Properties Of Financial And Economic Data (Second Edition),,Graham L Giller,World Scientific,6/27/2022,maths
1491910593,R Packages,,Hadley Wickham,O'Reilly Media,4/13/2015,maths
9.78114E+12,Data Analysis and Graphics Using R,An Example-Based Approach,"John Maindonald, W. John Braun",Cambridge University Press,5/6/2010,maths
9.781E+12,Distributed Perception,Resonances and Axiologies,"Natasha Lushetich, Iain Campbell",Routledge,12/29/2021,maths
9.78179E+12,Mastering Spark for Data Science,,"Andrew Morgan, Antoine Amend, David George, Matthew Hallett",Packt Publishing Ltd,3/29/2017,maths
9.7818E+12,Data Analytics Made Easy,Analyze and present data to make informed decisions without writing any code,"Andrea De Mauro, Francesco Marzoni, Andrew J. Walter",Packt Publishing Ltd,8/30/2021,maths
9.78332E+12,Data Science for Transport,A Self-Study Guide with Computer Exercises,Charles Fox,Springer,2/27/2018,maths
9.78152E+12,Pattern and Data Analysis in Healthcare Settings,,"Tiwari, Vivek, Tiwari, Basant, Thakur, Ramjeevan Singh",IGI Global,7/22/2016,maths
9.78112E+12,Coding All-in-One For Dummies,,Nikhil Abraham,John Wiley & Sons,4/18/2017,maths
9.78172E+12,The Art of Machine Learning,Algorithms + Data + R,Norman Matloff,National Geographic Books,6/13/2023,maths
9.78191E+12,Why Study Mathematics?,,Vicky Neale,London Publishing Partnership,10/27/2020,maths
9.78332E+12,Data Science in Practice,,"Alan Said, Vicenç Torra",Springer,9/19/2018,maths
9.78221E+12,Data science par la pratique,Fondamentaux avec Python - Préparez-vous aux métiers du futur !,Joel Grus,Editions Eyrolles,10/22/2020,maths
9.78114E+12,Learning ICT with Maths,,Richard Bennett,Routledge,5/24/2013,maths
9.78153E+12,"Work Placements, Internships & Applied Social Research",,Jackie Carter,SAGE,4/7/2021,maths
9.78165E+12,Data Science Uncovering the Reality,IITians uncover how Data Science is transforming some of the world's biggest companies,"Pulkit Bansal, Kunal Kishore, Pankaj Gupta, Srijan Saket, Neeraj Kumar",Notion Press,4/15/2020,maths
1526463377,Essential Maths Skills for Exploring Social Data,A Student's Workbook,Rhys Jones,SAGE Publications Limited,5/18/2020,maths
9.78981E+12,Proceedings of the 8th International Conference on Computational Science and Technology,"ICCST 2021, Labuan, Malaysia, 28–29 August","Rayner Alfred, Yuto Lim",Springer Nature,3/25/2022,maths
9.78147E+12,Big Data,Does Size Matter?,Timandra Harkness,Bloomsbury Publishing,8/29/2017,maths
9.78184E+12,Leading within Digital Worlds,Strategic Management for Data Science,Peter Grindrod,Emerald Group Publishing,3/18/2020,maths
9.78179E+12,Machine Learning for Mobile,Practical guide to building intelligent mobile applications powered by machine learning,"Revathi Gopalakrishnan, Avinash Venkateswarlu",Packt Publishing Ltd,12/31/2018,maths
9.78981E+12,STEM Education in the Junior Secondary,The State of Play,"Robyn Jorgensen, Kevin Larkin",Springer,8/9/2017,maths
9.78303E+12,Progress in Industrial Mathematics at ECMI 2018,,"István Faragó, Ferenc Izsák, Péter L. Simon",Springer Nature,11/22/2019,maths
UCSD:31822002717841,Complex Analysis II,"Proceedings of the Special Year Held at the University of Maryland, College Park, 1985-86",Carlos A. Berenstein,Lecture Notes in Mathematics,9/16/1987,maths
8177581511,Clark'S Tables: Science Data Book,,Tennent,Pearson Education India,9/1/2006,maths
113846953X,A Primer on Linear Models,,John F. Monahan,Chapman & Hall/CRC,8/9/2017,maths
9.78385E+12,World Wide Warriors,How Jihadis Operate Online,Rüdiger Lohlker,Vandenhoeck & Ruprecht,6/17/2019,maths
9.78283E+12,Topology in Real-World Machine Learning and Data Analysis,,"Kathryn Hess, Frédéric Chazal, Umberto Lupo",Frontiers Media SA,11/7/2022,maths
1491907339,Think Stats,,Allen B. Downey,Oreilly & Associates Incorporated,10/27/2014,maths
9.78147E+12,100 Ideas for Primary Teachers: Science,,"Paul Tyler, Bryony Turford",Bloomsbury Publishing,9/3/2020,maths
9.78303E+12,Eco-Stats: Data Analysis in Ecology,From t-tests to Multivariate Abundances,David I Warton,Springer Nature,9/11/2022,maths
1138480452,Blogdown,Creating Websites with R Markdown,"Yihui Xie, Alison Presmanes Hill, Amber Thomas",CRC Press,12/12/2017,maths
9.78926E+12,Educational Research and Innovation Measuring Innovation in Education A New Perspective,A New Perspective,OECD,OECD Publishing,7/17/2014,maths
9.78153E+12,Doing Data Science in R,An Introduction for Social Scientists,Mark Andrews,SAGE,3/31/2021,maths
9.78024E+12,Outside Insight,Navigating a World Drowning in Data,Jorn Lyseggen,Penguin UK,10/12/2017,maths
9.78069E+12,Mathematics for the Life Sciences,,"Erin N. Bodine, Suzanne Lenhart, Louis J. Gross",Princeton University Press,8/17/2014,maths
9.78112E+12,Maths from Scratch for Biologists,,Alan J. Cann,John Wiley & Sons,4/25/2013,maths
9.78112E+12,Big Data For Small Business For Dummies,,Bernard Marr,John Wiley & Sons,1/5/2016,maths
9.78147E+12,Developing Effective Educational Experiences through Learning Analytics,,"Anderson, Mark",IGI Global,4/7/2016,maths
9.78289E+12,Molecular and Metabolic Mechanisms Associated with Fleshy Fruit Quality,,"Ana M. Fortes, Antonio Granell, Mario Pezzotti, Mondher Bouzayen",Frontiers Media SA,9/8/2017,maths
9.78043E+12,Consumer Behaviour and Analytics,Data Driven Decision Making,Andrew Smith,Routledge,8/30/2019,maths
9.78939E+12,VUCA in Start-ups,,"Dr. Aseem Chauhan, Prof. (Dr.) Manoj Joshi, Prof. (Dr.) Ashok Kumar & Suhayl Abidi",Jaico Publishing House,12/25/2021,maths
1032006633,Advanced R,,Hadley Wickham,Chapman & Hall/CRC,12/1/2020,maths
9.781E+12,Industry 4.0 Technologies for Education,Transformative Technologies and Applications,"P. Kaliraj, T. Devi",CRC Press,11/21/2022,maths
9.78179E+12,The Changing Role of Geological Surveys,,"P.R. Hill, D. Lebel, M. Hitzman, M. Smelror, H. Thorleifson",Geological Society of London,12/7/2020,maths
9.78179E+12,Scala:Applied Machine Learning,,"Pascal Bugnion, Patrick R. Nicolas, Alex Kozlov",Packt Publishing Ltd,2/23/2017,maths
9.78939E+12,Demystifying Artificial intelligence,Simplified AI and Machine Learning concepts for Everyone (English Edition),Prashant Kikani,BPB Publications,1/5/2021,maths
9.78086E+12,Modelling and Mathematics Education,ICTMA 9 - Applications in Science and Technology,"J F Matos, S K Houston, W Blum, S P Carreira",Elsevier,11/1/2001,maths
9.7818E+12,Analyzing Data Through Probabilistic Modeling in Statistics,,"Jakóbczak, Dariusz Jacek",IGI Global,2/19/2021,maths
9.78332E+12,UK Success Stories in Industrial Mathematics,,"Philip J. Aston, Anthony J. Mulholland, Katherine M.M. Tant",Springer,2/4/2016,maths
9.78153E+12,"Foundations of Programming, Statistics, and Machine Learning for Business Analytics",,"Ram Gopal, Dan Philps, Tillman Weyde",SAGE,4/29/2023,maths
9.781E+12,The Future of Teaching,And the Myths That Hold It Back,Guy Claxton,Routledge,4/29/2021,maths
9.78819E+12,Campus Plus 2020,,Infokerala Communications Pvt Ltd,Infokerala Communications Pvt Ltd,8/1/2020,maths
1351013238,Introduction to Python Programming,,"Gowrishankar S, Veena A",Chapman & Hall/CRC,1/1/2018,maths
9.78819E+12,Campus Plus 2018,,Biju Mathew,Biju Mathew | Info Kerala Communications Pvt. Ltd.,5/31/2018,maths
9.78819E+12,Campus Plus 2015,,Biju Mathew,Biju Mathew | Info Kerala,6/1/2015,maths
9.78819E+12,Campus Plus 2013,,Biju Mathew,Biju Mathew | Info Kerala Communications Pvt Ltd,5/1/2013,maths
1119991722,How to be a Quantitative Ecologist,The 'A to R' of Green Mathematics and Statistics,Jason Matthiopoulos,John Wiley & Sons,4/12/2011,maths
9.78069E+12,A Mathematics Course for Political and Social Research,,"Will H. Moore, David A. Siegel",Princeton University Press,8/11/2013,maths
9.78303E+12,Mathematics and Its Connections to the Arts and Sciences (MACAS),15 Years of Interdisciplinary Mathematics Education,"Claus Michelsen, Astrid Beckmann, Viktor Freiman, Uffe Thomas Jankvist, Annie Savard",Springer Nature,1/20/2023,maths
1447121554,Computer and Information Sciences II,26th International Symposium on Computer and Information Sciences,"Erol Gelenbe, Ricardo Lent, Georgia Sakellari",Springer Science & Business Media,9/30/2011,maths
9.78311E+12,Maths in Chemistry,Numerical Methods for Physical and Analytical Chemistry,Prerna Bansal,Walter de Gruyter GmbH & Co KG,9/7/2020,maths
9.78332E+12,Regression Analysis in Medical Research,for Starters and 2nd Levelers,"Ton J. Cleophas, Aeilko H. Zwinderman",Springer,1/29/2018,maths
9.78939E+12,Campus Plus 2022,,Infokerala Communications Pvt Ltd,Infokerala Communications Pvt Ltd,7/11/2022,maths
9.78332E+12,Advances in Operations Research Education,European Studies,"Jeroen Beliën, Ana Paula Teixeira, Hans W.Ittmann, João Luís de Miranda, Marco Laumanns, Margarida Vaz Pato",Springer,2/16/2018,maths
9.78152E+12,Impact Assessment of Stem Initiatives in Improving Educational Outcomes,Research Report from a National Evaluation Conducted to Inform Policy and Practice,Pallavi Amitava Banerjee,AuthorHouse,8/9/2017,maths
9.78935E+12,AI and Machine Learning,,Was Rahman,SAGE Publishing India,9/30/2020,maths
9.78013E+12,The Visual Imperative,Creating a Visual Culture of Data Discovery,Lindy Ryan,Morgan Kaufmann,3/14/2016,maths
9.78112E+12,Essential Mathematics and Statistics for Forensic Science,,Craig Adam,John Wiley & Sons,9/20/2011,maths
9.78147E+12,Using Models and Maths in Science,,Riley Flynn,Raintree,8/11/2016,maths
9.78179E+12,TensorFlow 2.0 Quick Start Guide,Get up to speed with the newly introduced features of TensorFlow 2.0,Tony Holdroyd,Packt Publishing Ltd,3/29/2019,maths
9.78113E+12,Changing the Subject,"Innovations in Science, Maths and Technology Education","J. Myron Atkin, Paul Black",Routledge,11/1/2005,maths
9.78144E+12,Fixed-Point Algorithms for Inverse Problems in Science and Engineering,,"Heinz H. Bauschke, Regina S. Burachik, Patrick L. Combettes, Veit Elser, D. Russell Luke, Henry Wolkowicz",Springer Science & Business Media,5/27/2011,maths
9.78007E+12,"McGraw-Hill's SAT Subject Test: Math Level 1, 2/E",,John Diehl,McGraw Hill Professional,2/1/2009,maths
9.781E+12,Mathematics Education for Sustainable Economic Growth and Job Creation,,"David Burghes, Jodie Hunter",Routledge,8/24/2021,maths
9.78933E+12, Current Affairs Yearly  2021,,Arihant Experts,Arihant Publications India limited,1/18/2021,maths
9.7818E+12,Global Perspectives and Practices for Reform-Based Mathematics Teaching,,"Kartal, Ozgul, Popovic, Gorjana, Morrissey, Susie",IGI Global,4/22/2022,maths
9.78185E+12,Education for Librarianship in China,,"Wu Guangwei, Zheng Lili",Bloomsbury Publishing,4/1/1998,maths
387310738,Pattern Recognition and Machine Learning,,Christopher M. Bishop,Springer Verlag,8/17/2006,maths
9.7814E+12,Advances in Research on Networked Learning,,"Peter M. Goodyear, Sheena Banks, Vivien Hodgson, David McConnell",Springer Science & Business Media,4/11/2006,maths
9.78158E+12,Teaching Math and Science Through Nursery Rhymes,,"Amy DeCastro, Jennifer Kern",Teacher Created Resources,5/1/2000,maths
9.7814E+12,The Practical Guide to Digital Transformation,"Quickly Master the Essentials with Tips, Case Studies and Actionable Advice",Antonio Weiss,Kogan Page Publishers,2/3/2022,maths
9.78939E+12,CBSE Final Revision Guide for subjects: Term I Class 10 2021 Examination,,Oswal - Gurukul,Oswal Publishers,10/26/2021,maths
9.78179E+12,Learning Julia,Build high-performance applications for scientific computing,"Anshul Joshi, Rahul Lakhanpal",Packt Publishing Ltd,11/24/2017,maths
9.781E+12,The Digital Humanities Coursebook,An Introduction to Digital Methods for Research and Scholarship,Johanna Drucker,Routledge,3/25/2021,maths
9.78198E+12,The Math of Life and Death,7 Mathematical Principles That Shape Our Lives,Kit Yates,Scribner,1/7/2020,maths
9.78075E+12,British Qualifications 2017,"A Complete Guide to Professional, Vocational and Academic Qualifications in the United Kingdom",Kogan Page Editorial,Kogan Page Publishers,12/3/2016,maths
9.78148E+12,The Lost Science,Esoteric Math and Astrology Techniques for the Market Trader,"M. G. Bucholtz B. Sc Mba, M. G. Bucholtz",iUniverse,6/1/2013,maths
9.78303E+12,Topics and Trends in Current Statistics Education Research,International Perspectives,"Gail Burrill, Dani Ben-Zvi",Springer,12/29/2018,maths
9.78113E+12,Becoming an Evidence-based Practitioner,A Framework for Teacher-researchers,"Olwen McNamara, Olwen Mcnamara",Routledge,12/16/2003,maths
9.78049E+12,"Computers, Pattern, Chaos and Beauty",,Clifford A. Pickover,Courier Corporation,7/12/2012,maths
1441920153,Statistical and Inductive Inference by Minimum Message Length,,C.S. Wallace,Springer,10/21/2010,maths
9.78159E+12,The Book of R,A First Course in Programming and Statistics,Tilman M. Davies,No Starch Press,7/16/2016,maths
9.78303E+12,Introduction to Computational Fluid Dynamics,"Development, Application and Analysis",Atul Sharma,Springer Nature,8/26/2021,maths
1425807798,Using Interactive Whiteboards in the Classroom,,Kathleen Kopp,Shell Education,1/1/2012,maths
9.78289E+12,"Neuroscience, Learning and Educational Psychology",,"María Jesús Luque Rojas, Eduardo Blanco Calvo, María Teresa Martín-Aragoneses",Frontiers Media SA,8/25/2022,maths
UOM:39015062415164,PISA PISA 2003 Data Analysis Manual,SPSS,"OECD, Programme international pour le suivi des acquis des élèves, Organisation for Economic Co-operation and Development",OECD,8/4/2005,maths
9.78981E+12,International Conference on Innovative Computing and Communications,"Proceedings of ICICC 2021, Volume 3","Ashish Khanna, Deepak Gupta, Siddhartha Bhattacharyya, Aboul Ella Hassanien, Sameer Anand, Ajay Jaiswal",Springer Nature,8/28/2021,maths
9.78311E+12,Accelerated Materials Discovery,How to Use Artificial Intelligence to Speed Up Development,Phil De Luna,Walter de Gruyter GmbH & Co KG,2/21/2022,maths
9.78135E+12,The State of Independence: Key Challenges Facing Private Schools Today,,"David James, Jane Lunnon",Routledge,4/30/2019,maths
9.78043E+12,"Multiculturalism, Educational Inclusion, and Connectedness","Well-Being, Ethnicity, and Identity among Chinese, South, and Southeast Asian Students",Celeste Y.M. Yuen,Routledge,6/29/2022,maths
9.78075E+12,British Qualifications 2020,"A Complete Guide to Professional, Vocational and Academic Qualifications in the United Kingdom",Kogan Page Editorial,Kogan Page Publishers,12/3/2019,maths
1784163376,Aiq,How Artificial Intelligence Works and How We Can Harness Its Power for a Better World,"NICK. SCOTT POLSON (JAMES.), James Scott",Black Swan,5/2/2019,maths
1305088956,Math and Science for Young Children,,Rosalind Charlesworth,Cengage Learning,1/19/2015,maths
9.78819E+12,"Genius Kids Worksheets for Ukg - Set of 8 Workbooks for UKG, KG-2 and Montessori (4-6 yrs) - Math & Logic, English, Science, Games & Activities",,flipClass,flipClass,5/1/2018,maths
